slug	title	type	domain	anchor	anchor_label	file_path
transitory_somatosensory-symptoms	Somatosensory Symptoms (Tingling and Numbness)	transitory	somatosensory	#experience	What it feels like	transitory_somatosensory-symptoms.md
transitory_somatosensory-symptoms	Somatosensory Symptoms (Tingling and Numbness)	transitory	somatosensory	#patient-accounts	How patients describe it	transitory_somatosensory-symptoms.md
transitory_somatosensory-symptoms	Somatosensory Symptoms (Tingling and Numbness)	transitory	somatosensory	#subtypes	Subtypes	transitory_somatosensory-symptoms.md
transitory_somatosensory-symptoms	Somatosensory Symptoms (Tingling and Numbness)	transitory	somatosensory	#related	Related symptoms	transitory_somatosensory-symptoms.md
transitory_somatosensory-symptoms	Somatosensory Symptoms (Tingling and Numbness)	transitory	somatosensory	#clinical-note	Clinical note	transitory_somatosensory-symptoms.md
transitory_somatosensory-symptoms	Somatosensory Symptoms (Tingling and Numbness)	transitory	somatosensory	#paraesthesias	Paraesthesias (Pins and Needles)	transitory_somatosensory-symptoms.md
transitory_somatosensory-symptoms	Somatosensory Symptoms (Tingling and Numbness)	transitory	somatosensory	#hemihypaesthesia	Hemihypaesthesia (One-Sided Numbness)	transitory_somatosensory-symptoms.md
transitory_somatosensory-symptoms	Somatosensory Symptoms (Tingling and Numbness)	transitory	somatosensory	#digitolingual-syndrome	Digitolingual Syndrome	transitory_somatosensory-symptoms.md
transitory_somatosensory-symptoms	Somatosensory Symptoms (Tingling and Numbness)	transitory	somatosensory	#bilateral-paraesthesias	Bilateral Paraesthesias (Both Sides)	transitory_somatosensory-symptoms.md
transitory_speech-symptoms	Speech Symptoms	transitory	speech-language	#what-is-it	What is it?	transitory_speech-symptoms.md
transitory_speech-symptoms	Speech Symptoms	transitory	speech-language	#experience	What it feels like	transitory_speech-symptoms.md
transitory_speech-symptoms	Speech Symptoms	transitory	speech-language	#patient-accounts	How patients describe it	transitory_speech-symptoms.md
transitory_speech-symptoms	Speech Symptoms	transitory	speech-language	#subtypes	Subtypes	transitory_speech-symptoms.md
transitory_speech-symptoms	Speech Symptoms	transitory	speech-language	#related	Related symptoms	transitory_speech-symptoms.md
transitory_speech-symptoms	Speech Symptoms	transitory	speech-language	#clinical-note	Clinical note	transitory_speech-symptoms.md
transitory_speech-symptoms	Speech Symptoms	transitory	speech-language	#dysarthria	Dysarthria (Slurred Speech)	transitory_speech-symptoms.md
transitory_speech-symptoms	Speech Symptoms	transitory	speech-language	#stuttering	Stuttering	transitory_speech-symptoms.md
transitory_speech-symptoms	Speech Symptoms	transitory	speech-language	#mutism	Mutism (Inability to Speak)	transitory_speech-symptoms.md
transitory_language-symptoms	Language Symptoms	transitory	speech-language	#what-is-it	What is it?	transitory_language-symptoms.md
transitory_language-symptoms	Language Symptoms	transitory	speech-language	#experience	What it feels like	transitory_language-symptoms.md
transitory_language-symptoms	Language Symptoms	transitory	speech-language	#patient-accounts	How patients describe it	transitory_language-symptoms.md
transitory_language-symptoms	Language Symptoms	transitory	speech-language	#subtypes	Subtypes	transitory_language-symptoms.md
transitory_language-symptoms	Language Symptoms	transitory	speech-language	#related	Related symptoms	transitory_language-symptoms.md
transitory_language-symptoms	Language Symptoms	transitory	speech-language	#clinical-note	Clinical note	transitory_language-symptoms.md
transitory_language-symptoms	Language Symptoms	transitory	speech-language	#receptive-aphasia	Receptive aphasia	transitory_language-symptoms.md
transitory_language-symptoms	Language Symptoms	transitory	speech-language	#expressive-aphasia	Expressive aphasia	transitory_language-symptoms.md
transitory_language-symptoms	Language Symptoms	transitory	speech-language	#global-aphasia	Global aphasia	transitory_language-symptoms.md
transitory_language-symptoms	Language Symptoms	transitory	speech-language	#anomia	Anomia	transitory_language-symptoms.md
transitory_language-symptoms	Language Symptoms	transitory	speech-language	#paraphasia	Paraphasia	transitory_language-symptoms.md
transitory_motor-symptoms	Motor Symptoms (Weakness and Paralysis)	transitory	motor	#what-is-it	What is it?	transitory_motor-symptoms.md
transitory_motor-symptoms	Motor Symptoms (Weakness and Paralysis)	transitory	motor	#experience	What it feels like	transitory_motor-symptoms.md
transitory_motor-symptoms	Motor Symptoms (Weakness and Paralysis)	transitory	motor	#patient-accounts	How patients describe it	transitory_motor-symptoms.md
transitory_motor-symptoms	Motor Symptoms (Weakness and Paralysis)	transitory	motor	#subtypes	Subtypes	transitory_motor-symptoms.md
transitory_motor-symptoms	Motor Symptoms (Weakness and Paralysis)	transitory	motor	#related	Related symptoms	transitory_motor-symptoms.md
transitory_motor-symptoms	Motor Symptoms (Weakness and Paralysis)	transitory	motor	#clinical-note	Clinical note	transitory_motor-symptoms.md
transitory_motor-symptoms	Motor Symptoms (Weakness and Paralysis)	transitory	motor	#hemiplegic-migraine	Hemiplegic migraine	transitory_motor-symptoms.md
transitory_motor-symptoms	Motor Symptoms (Weakness and Paralysis)	transitory	motor	#facial-weakness	Facial weakness	transitory_motor-symptoms.md
transitory_motor-symptoms	Motor Symptoms (Weakness and Paralysis)	transitory	motor	#sporadic-vs-familial	Sporadic vs. familial types	transitory_motor-symptoms.md
transitory_auditory-symptoms	Auditory Aura Symptoms	transitory	brainstem	#what-is-it	What is it?	transitory_auditory-symptoms.md
transitory_auditory-symptoms	Auditory Aura Symptoms	transitory	brainstem	#experience	What it feels like	transitory_auditory-symptoms.md
transitory_auditory-symptoms	Auditory Aura Symptoms	transitory	brainstem	#patient-accounts	How patients describe it	transitory_auditory-symptoms.md
transitory_auditory-symptoms	Auditory Aura Symptoms	transitory	brainstem	#subtypes	Subtypes	transitory_auditory-symptoms.md
transitory_auditory-symptoms	Auditory Aura Symptoms	transitory	brainstem	#related	Related symptoms	transitory_auditory-symptoms.md
transitory_auditory-symptoms	Auditory Aura Symptoms	transitory	brainstem	#clinical-note	Clinical note	transitory_auditory-symptoms.md
transitory_auditory-symptoms	Auditory Aura Symptoms	transitory	brainstem	#decreased-hearing	Decreased hearing	transitory_auditory-symptoms.md
transitory_auditory-symptoms	Auditory Aura Symptoms	transitory	brainstem	#tinnitus	Tinnitus/Ringing	transitory_auditory-symptoms.md
transitory_auditory-symptoms	Auditory Aura Symptoms	transitory	brainstem	#oscillocusis	Oscillocusis	transitory_auditory-symptoms.md
transitory_depersonalization-derealization	Depersonalization and Derealization	transitory	cognitive-psychological	#what-is-it	What is it?	transitory_depersonalization-derealization.md
transitory_depersonalization-derealization	Depersonalization and Derealization	transitory	cognitive-psychological	#experience	What it feels like	transitory_depersonalization-derealization.md
transitory_depersonalization-derealization	Depersonalization and Derealization	transitory	cognitive-psychological	#patient-accounts	How patients describe it	transitory_depersonalization-derealization.md
transitory_depersonalization-derealization	Depersonalization and Derealization	transitory	cognitive-psychological	#subtypes	Subtypes	transitory_depersonalization-derealization.md
transitory_depersonalization-derealization	Depersonalization and Derealization	transitory	cognitive-psychological	#related	Related symptoms	transitory_depersonalization-derealization.md
transitory_depersonalization-derealization	Depersonalization and Derealization	transitory	cognitive-psychological	#clinical-note	Clinical note	transitory_depersonalization-derealization.md
transitory_body-image-disturbances	Body Image Disturbances (Alice in Wonderland Syndrome)	transitory	cognitive-psychological	#what-is-it	What is it?	transitory_body-image-disturbances.md
transitory_body-image-disturbances	Body Image Disturbances (Alice in Wonderland Syndrome)	transitory	cognitive-psychological	#experience	What it feels like	transitory_body-image-disturbances.md
transitory_body-image-disturbances	Body Image Disturbances (Alice in Wonderland Syndrome)	transitory	cognitive-psychological	#patient-accounts	How patients describe it	transitory_body-image-disturbances.md
transitory_body-image-disturbances	Body Image Disturbances (Alice in Wonderland Syndrome)	transitory	cognitive-psychological	#subtypes	Subtypes	transitory_body-image-disturbances.md
transitory_body-image-disturbances	Body Image Disturbances (Alice in Wonderland Syndrome)	transitory	cognitive-psychological	#related	Related symptoms	transitory_body-image-disturbances.md
transitory_body-image-disturbances	Body Image Disturbances (Alice in Wonderland Syndrome)	transitory	cognitive-psychological	#clinical-note	Clinical note	transitory_body-image-disturbances.md
transitory_body-image-disturbances	Body Image Disturbances (Alice in Wonderland Syndrome)	transitory	cognitive-psychological	#macrosomatognosia	Macrosomatognosia	transitory_body-image-disturbances.md
transitory_body-image-disturbances	Body Image Disturbances (Alice in Wonderland Syndrome)	transitory	cognitive-psychological	#microsomatognosia	Microsomatognosia	transitory_body-image-disturbances.md
transitory_body-image-disturbances	Body Image Disturbances (Alice in Wonderland Syndrome)	transitory	cognitive-psychological	#out-of-body	Out-of-body experiences	transitory_body-image-disturbances.md
transitory_body-image-disturbances	Body Image Disturbances (Alice in Wonderland Syndrome)	transitory	cognitive-psychological	#feeling-too-heavy	Feeling too heavy	transitory_body-image-disturbances.md
transitory_time-perception	Time Perception Disturbances	transitory	cognitive-psychological	#what-is-it	What is it?	transitory_time-perception.md
transitory_time-perception	Time Perception Disturbances	transitory	cognitive-psychological	#experience	What it feels like	transitory_time-perception.md
transitory_time-perception	Time Perception Disturbances	transitory	cognitive-psychological	#patient-accounts	How patients describe it	transitory_time-perception.md
transitory_time-perception	Time Perception Disturbances	transitory	cognitive-psychological	#subtypes	Subtypes	transitory_time-perception.md
transitory_time-perception	Time Perception Disturbances	transitory	cognitive-psychological	#related	Related symptoms	transitory_time-perception.md
transitory_time-perception	Time Perception Disturbances	transitory	cognitive-psychological	#clinical-note	Clinical note	transitory_time-perception.md
transitory_time-perception	Time Perception Disturbances	transitory	cognitive-psychological	#slowing-of-time	Slowing of Time	transitory_time-perception.md
transitory_time-perception	Time Perception Disturbances	transitory	cognitive-psychological	#time-speedup	The Rushes / Zeitrafferphänomen (Time Speeding Up)	transitory_time-perception.md
transitory_time-perception	Time Perception Disturbances	transitory	cognitive-psychological	#time-reduplication	Reduplication of Time	transitory_time-perception.md
transitory_paramnesias	Paramnesias (Déjà Vu and Jamais Vu)	transitory	cognitive-psychological	#what-is-it	What is it?	transitory_paramnesias.md
transitory_paramnesias	Paramnesias (Déjà Vu and Jamais Vu)	transitory	cognitive-psychological	#experience	What it feels like	transitory_paramnesias.md
transitory_paramnesias	Paramnesias (Déjà Vu and Jamais Vu)	transitory	cognitive-psychological	#patient-accounts	How patients describe it	transitory_paramnesias.md
transitory_paramnesias	Paramnesias (Déjà Vu and Jamais Vu)	transitory	cognitive-psychological	#subtypes	Subtypes	transitory_paramnesias.md
transitory_paramnesias	Paramnesias (Déjà Vu and Jamais Vu)	transitory	cognitive-psychological	#related	Related symptoms	transitory_paramnesias.md
transitory_paramnesias	Paramnesias (Déjà Vu and Jamais Vu)	transitory	cognitive-psychological	#clinical-note	Clinical note	transitory_paramnesias.md
transitory_paramnesias	Paramnesias (Déjà Vu and Jamais Vu)	transitory	cognitive-psychological	#deja-vu	Déjà Vu	transitory_paramnesias.md
transitory_paramnesias	Paramnesias (Déjà Vu and Jamais Vu)	transitory	cognitive-psychological	#jamais-vu	Jamais Vu	transitory_paramnesias.md
transitory_forced-reminiscence	Forced Reminiscence	transitory	cognitive-psychological	#what-is-it	What is it?	transitory_forced-reminiscence.md
transitory_forced-reminiscence	Forced Reminiscence	transitory	cognitive-psychological	#experience	What it feels like	transitory_forced-reminiscence.md
transitory_forced-reminiscence	Forced Reminiscence	transitory	cognitive-psychological	#patient-accounts	How patients describe it	transitory_forced-reminiscence.md
transitory_forced-reminiscence	Forced Reminiscence	transitory	cognitive-psychological	#subtypes	Subtypes	transitory_forced-reminiscence.md
transitory_forced-reminiscence	Forced Reminiscence	transitory	cognitive-psychological	#related	Related symptoms	transitory_forced-reminiscence.md
transitory_forced-reminiscence	Forced Reminiscence	transitory	cognitive-psychological	#clinical-note	Clinical note	transitory_forced-reminiscence.md
transitory_synaesthesia	Synaesthesia (Mixing of the Senses)	transitory	cognitive-psychological	#what-is-it	What is it?	transitory_synaesthesia.md
transitory_synaesthesia	Synaesthesia (Mixing of the Senses)	transitory	cognitive-psychological	#experience	What it feels like	transitory_synaesthesia.md
transitory_synaesthesia	Synaesthesia (Mixing of the Senses)	transitory	cognitive-psychological	#patient-accounts	How patients describe it	transitory_synaesthesia.md
transitory_synaesthesia	Synaesthesia (Mixing of the Senses)	transitory	cognitive-psychological	#subtypes	Subtypes	transitory_synaesthesia.md
transitory_synaesthesia	Synaesthesia (Mixing of the Senses)	transitory	cognitive-psychological	#related	Related symptoms	transitory_synaesthesia.md
transitory_synaesthesia	Synaesthesia (Mixing of the Senses)	transitory	cognitive-psychological	#clinical-note	Clinical note	transitory_synaesthesia.md
transitory_synaesthesia	Synaesthesia (Mixing of the Senses)	transitory	cognitive-psychological	#auditory-visual	Auditory-Visual Synaesthesia	transitory_synaesthesia.md
transitory_synaesthesia	Synaesthesia (Mixing of the Senses)	transitory	cognitive-psychological	#colour-number	Colour-Number Associations	transitory_synaesthesia.md
transitory_synaesthesia	Synaesthesia (Mixing of the Senses)	transitory	cognitive-psychological	#chromaesthesia	Chromaesthesia (Sound-Color Perception)	transitory_synaesthesia.md
transitory_other-higher-cortical	Other Disturbances of Higher Brain Functions	transitory	cognitive-psychological	#what-is-it	What is it?	transitory_other-higher-cortical.md
transitory_other-higher-cortical	Other Disturbances of Higher Brain Functions	transitory	cognitive-psychological	#experience	What it feels like	transitory_other-higher-cortical.md
transitory_other-higher-cortical	Other Disturbances of Higher Brain Functions	transitory	cognitive-psychological	#patient-accounts	How patients describe it	transitory_other-higher-cortical.md
transitory_other-higher-cortical	Other Disturbances of Higher Brain Functions	transitory	cognitive-psychological	#subtypes	Subtypes	transitory_other-higher-cortical.md
transitory_other-higher-cortical	Other Disturbances of Higher Brain Functions	transitory	cognitive-psychological	#related	Related symptoms	transitory_other-higher-cortical.md
transitory_other-higher-cortical	Other Disturbances of Higher Brain Functions	transitory	cognitive-psychological	#clinical-note	Clinical note	transitory_other-higher-cortical.md
transitory_other-higher-cortical	Other Disturbances of Higher Brain Functions	transitory	cognitive-psychological	#achromatopsia	Achromatopsia (Loss of Colour Vision)	transitory_other-higher-cortical.md
transitory_other-higher-cortical	Other Disturbances of Higher Brain Functions	transitory	cognitive-psychological	#chromatopsia	Chromatopsia (Color Distortion)	transitory_other-higher-cortical.md
transitory_other-higher-cortical	Other Disturbances of Higher Brain Functions	transitory	cognitive-psychological	#prosopagnosia	Prosopagnosia (Face Blindness)	transitory_other-higher-cortical.md
transitory_other-higher-cortical	Other Disturbances of Higher Brain Functions	transitory	cognitive-psychological	#allochiria	Allochiria (Sensation Reversal)	transitory_other-higher-cortical.md
transitory_other-higher-cortical	Other Disturbances of Higher Brain Functions	transitory	cognitive-psychological	#balints-syndrome	Balint's Syndrome (Complex Visual Processing Disorder)	transitory_other-higher-cortical.md
transitory_olfactory-symptoms	Olfactory Aura Symptoms (Smell)	transitory	olfactory-gustatory	#what-is-it	What is it?	transitory_olfactory-symptoms.md
transitory_olfactory-symptoms	Olfactory Aura Symptoms (Smell)	transitory	olfactory-gustatory	#experience	What it feels like	transitory_olfactory-symptoms.md
transitory_olfactory-symptoms	Olfactory Aura Symptoms (Smell)	transitory	olfactory-gustatory	#patient-accounts	How patients describe it	transitory_olfactory-symptoms.md
transitory_olfactory-symptoms	Olfactory Aura Symptoms (Smell)	transitory	olfactory-gustatory	#subtypes	Subtypes	transitory_olfactory-symptoms.md
transitory_olfactory-symptoms	Olfactory Aura Symptoms (Smell)	transitory	olfactory-gustatory	#related	Related symptoms	transitory_olfactory-symptoms.md
transitory_olfactory-symptoms	Olfactory Aura Symptoms (Smell)	transitory	olfactory-gustatory	#clinical-note	Clinical note	transitory_olfactory-symptoms.md
transitory_olfactory-symptoms	Olfactory Aura Symptoms (Smell)	transitory	olfactory-gustatory	#parosmia	Parosmia	transitory_olfactory-symptoms.md
transitory_olfactory-symptoms	Olfactory Aura Symptoms (Smell)	transitory	olfactory-gustatory	#phantosmia	Phantosmia	transitory_olfactory-symptoms.md
transitory_gustatory-symptoms	Gustatory Aura Symptoms (Taste)	transitory	olfactory-gustatory	#what-is-it	What is it?	transitory_gustatory-symptoms.md
transitory_gustatory-symptoms	Gustatory Aura Symptoms (Taste)	transitory	olfactory-gustatory	#experience	What it feels like	transitory_gustatory-symptoms.md
transitory_gustatory-symptoms	Gustatory Aura Symptoms (Taste)	transitory	olfactory-gustatory	#patient-accounts	How patients describe it	transitory_gustatory-symptoms.md
transitory_gustatory-symptoms	Gustatory Aura Symptoms (Taste)	transitory	olfactory-gustatory	#subtypes	Subtypes	transitory_gustatory-symptoms.md
transitory_gustatory-symptoms	Gustatory Aura Symptoms (Taste)	transitory	olfactory-gustatory	#related	Related symptoms	transitory_gustatory-symptoms.md
transitory_gustatory-symptoms	Gustatory Aura Symptoms (Taste)	transitory	olfactory-gustatory	#clinical-note	Clinical note	transitory_gustatory-symptoms.md
transitory_gustatory-symptoms	Gustatory Aura Symptoms (Taste)	transitory	olfactory-gustatory	#gustatory-illusions	Gustatory illusions	transitory_gustatory-symptoms.md
transitory_gustatory-symptoms	Gustatory Aura Symptoms (Taste)	transitory	olfactory-gustatory	#gustatory-hallucinations	Gustatory hallucinations	transitory_gustatory-symptoms.md
transitory_disturbances-of-dreaming	Disturbances of Dreaming	transitory	sleep-related	#what-is-it	What is it?	transitory_disturbances-of-dreaming.md
transitory_disturbances-of-dreaming	Disturbances of Dreaming	transitory	sleep-related	#experience	What it feels like	transitory_disturbances-of-dreaming.md
transitory_disturbances-of-dreaming	Disturbances of Dreaming	transitory	sleep-related	#patient-accounts	How patients describe it	transitory_disturbances-of-dreaming.md
transitory_disturbances-of-dreaming	Disturbances of Dreaming	transitory	sleep-related	#subtypes	Subtypes	transitory_disturbances-of-dreaming.md
transitory_disturbances-of-dreaming	Disturbances of Dreaming	transitory	sleep-related	#related	Related symptoms	transitory_disturbances-of-dreaming.md
transitory_disturbances-of-dreaming	Disturbances of Dreaming	transitory	sleep-related	#clinical-note	Clinical note	transitory_disturbances-of-dreaming.md
transitory_disturbances-of-dreaming	Disturbances of Dreaming	transitory	sleep-related	#nightmares	Nightmares	transitory_disturbances-of-dreaming.md
transitory_disturbances-of-dreaming	Disturbances of Dreaming	transitory	sleep-related	#vivid-weird	Vivid or weird dreams	transitory_disturbances-of-dreaming.md
transitory_disturbances-of-dreaming	Disturbances of Dreaming	transitory	sleep-related	#pain-in-dreams	Migraine pain in dreams	transitory_disturbances-of-dreaming.md
transitory_disturbances-of-dreaming	Disturbances of Dreaming	transitory	sleep-related	#recurring-dreams	Recurring dreams as aura	transitory_disturbances-of-dreaming.md
transitory_disturbances-of-dreaming	Disturbances of Dreaming	transitory	sleep-related	#aura-in-dreams	Aura symptoms while dreaming	transitory_disturbances-of-dreaming.md
transitory_felt-presences	Felt Presences	transitory	sleep-related	#what-is-it	What is it?	transitory_felt-presences.md
transitory_felt-presences	Felt Presences	transitory	sleep-related	#experience	What it feels like	transitory_felt-presences.md
transitory_felt-presences	Felt Presences	transitory	sleep-related	#patient-accounts	How patients describe it	transitory_felt-presences.md
transitory_felt-presences	Felt Presences	transitory	sleep-related	#subtypes	Subtypes	transitory_felt-presences.md
transitory_felt-presences	Felt Presences	transitory	sleep-related	#related	Related symptoms	transitory_felt-presences.md
transitory_felt-presences	Felt Presences	transitory	sleep-related	#clinical-note	Clinical note	transitory_felt-presences.md
transitory_sleepwalking	Sleepwalking	transitory	sleep-related	#what-is-it	What is it?	transitory_sleepwalking.md
transitory_sleepwalking	Sleepwalking	transitory	sleep-related	#experience	What it feels like	transitory_sleepwalking.md
transitory_sleepwalking	Sleepwalking	transitory	sleep-related	#patient-accounts	How patients describe it	transitory_sleepwalking.md
transitory_sleepwalking	Sleepwalking	transitory	sleep-related	#subtypes	Subtypes	transitory_sleepwalking.md
transitory_sleepwalking	Sleepwalking	transitory	sleep-related	#related	Related symptoms	transitory_sleepwalking.md
transitory_sleepwalking	Sleepwalking	transitory	sleep-related	#clinical-note	Clinical note	transitory_sleepwalking.md
persistent_visual-snow	Visual Snow	persistent	visual	#what-is-it	What is it?	persistent_visual-snow.md
persistent_visual-snow	Visual Snow	persistent	visual	#experience	What it feels like	persistent_visual-snow.md
persistent_visual-snow	Visual Snow	persistent	visual	#patient-accounts	How patients describe it	persistent_visual-snow.md
persistent_visual-snow	Visual Snow	persistent	visual	#subtypes	Subtypes	persistent_visual-snow.md
persistent_visual-snow	Visual Snow	persistent	visual	#related	Related symptoms	persistent_visual-snow.md
persistent_visual-snow	Visual Snow	persistent	visual	#clinical-note	Clinical note	persistent_visual-snow.md
persistent_visual-loss	Persistent Visual Loss	persistent	visual	#what-is-it	What is it?	persistent_visual-loss.md
persistent_visual-loss	Persistent Visual Loss	persistent	visual	#experience	What it feels like	persistent_visual-loss.md
persistent_visual-loss	Persistent Visual Loss	persistent	visual	#patient-accounts	How patients describe it	persistent_visual-loss.md
persistent_visual-loss	Persistent Visual Loss	persistent	visual	#subtypes	Subtypes	persistent_visual-loss.md
persistent_visual-loss	Persistent Visual Loss	persistent	visual	#related	Related symptoms	persistent_visual-loss.md
persistent_visual-loss	Persistent Visual Loss	persistent	visual	#clinical-note	Clinical note	persistent_visual-loss.md
persistent_visual-perseveration	Visual Perseveration (Afterimages and Trails)	persistent	visual	#what-is-it	What is it?	persistent_visual-perseveration.md
persistent_visual-perseveration	Visual Perseveration (Afterimages and Trails)	persistent	visual	#experience	What it feels like	persistent_visual-perseveration.md
persistent_visual-perseveration	Visual Perseveration (Afterimages and Trails)	persistent	visual	#patient-accounts	How patients describe it	persistent_visual-perseveration.md
persistent_visual-perseveration	Visual Perseveration (Afterimages and Trails)	persistent	visual	#subtypes	Subtypes	persistent_visual-perseveration.md
persistent_visual-perseveration	Visual Perseveration (Afterimages and Trails)	persistent	visual	#related	Related symptoms	persistent_visual-perseveration.md
persistent_visual-perseveration	Visual Perseveration (Afterimages and Trails)	persistent	visual	#clinical-note	Clinical note	persistent_visual-perseveration.md
